"","Season","TeamID","avg","sd"
"75",2016,1111,1.94736842105263,1.12909423927748
"76",2018,1111,1.46666666666667,0.639940473422184
"77",2010,1112,1,0
"78",2011,1112,1.66666666666667,0.487950036474267
"79",2012,1112,2.05882352941176,0.899346167730627
"80",2013,1112,2,1.10940039245046
"81",2014,1112,1.6875,0.946484724300046
"82",2015,1112,2,0.966091783079296
"83",2016,1112,2.13333333333333,1.18723367940933
"84",2018,1112,1.5,0.966091783079296
"85",2010,1113,1,0
"86",2011,1113,1.6,0.828078671210825
"87",2012,1113,1.75,0.753778361444409
"88",2013,1113,1.85714285714286,1.02710518202619
"89",2014,1113,1.6875,0.946484724300046
"90",2015,1113,1.875,1.25830573921179
"91",2016,1113,1.75,0.866025403784439
"92",2018,1113,1.46666666666667,0.833809387832792
"93",2010,1114,1,0
"94",2011,1114,1.42857142857143,0.513552591013095
"95",2012,1114,1.33333333333333,0.617213399848368
"96",2013,1114,1.5,0.516397779494322
"97",2014,1114,2.07692307692308,0.75955452531275
"98",2015,1114,2.33333333333333,1.23091490979333
"99",2016,1114,1.83333333333333,1.09812674721144
"100",2018,1114,1.13333333333333,0.351865775274498
"101",2010,1115,1.31818181818182,0.838727132900327
"102",2011,1115,2.05263157894737,1.17727011016194
"103",2012,1115,1.70588235294118,0.919558717697852
"104",2013,1115,2.17647058823529,1.28623938856882
"105",2014,1115,2,1.30930734141595
"106",2015,1115,2.61904761904762,1.59612626305661
"107",2016,1115,1.55172413793103,0.948163898450644
"108",2018,1115,1.36842105263158,0.88290223607358
"109",2010,1116,1.05882352941176,0.242535625036333
"110",2011,1116,1.71428571428571,0.468807230938495
"111",2012,1116,1.92857142857143,0.828741930164745
"112",2013,1116,1.82352941176471,1.13111085429585
"113",2014,1116,2.1875,1.32759180473518
"114",2015,1116,2.07692307692308,1.18754217199071
"115",2016,1116,1.84615384615385,0.987096233585649
"116",2018,1116,1.30769230769231,0.751067616198811
"117",2010,1117,1.25,0.866025403784439
"118",2011,1117,1.58333333333333,0.514928650544437
"119",2012,1117,1.72727272727273,0.904534033733291
"120",2013,1117,1.76923076923077,1.09192842819834
"121",2014,1117,1.76923076923077,0.725011052081984
"122",2015,1117,1.46153846153846,0.877058019307029
"123",2016,1117,2,1.04446593573419
"124",2018,1117,1.14285714285714,0.363136519601281
"125",2010,1119,1.125,0.5
"126",2011,1119,1.4,0.502624689950035
"127",2012,1119,1.78947368421053,0.787326514818136
"128",2013,1119,1.78260869565217,0.998021758695691
"129",2014,1119,1.89473684210526,0.875261030404661
"130",2015,1119,2.20833333333333,1.06236678619288
"131",2016,1119,2.40909090909091,1.40268758728823
"132",2018,1119,1.58823529411765,0.618346942400842
"133",2010,1120,1,0
"134",2011,1120,1.71428571428571,0.468807230938495
"135",2012,1120,2.125,0.885061203156784
"136",2013,1120,2,1.24721912892465
"137",2014,1120,1.78571428571429,1.1217137594956
"138",2015,1120,1.74074074074074,0.984205755246823
"139",2016,1120,1.64285714285714,0.951189731211342
"140",2018,1120,1.3125,0.602079728939615
"141",2010,1122,1.08333333333333,0.288675134594813
"142",2011,1122,1.5,0.518874521662771
"143",2012,1122,2,0.755928946018454
"144",2013,1122,1.88888888888889,0.963381842865745
"145",2014,1122,2.07142857142857,0.997248963150875
"146",2015,1122,1.91666666666667,0.996204919895622
"147",2016,1122,1.57142857142857,0.85163062725264
"148",2018,1122,1.38461538461538,0.650443635587991
"149",2010,1123,1,0
"150",2011,1123,1.57142857142857,0.513552591013095
"151",2012,1123,2.16666666666667,0.834847109936722
"152",2013,1123,1.92857142857143,1.20666646429076
"153",2014,1123,1.86666666666667,1.06009882737862
"154",2015,1123,2,1.04446593573419
"155",2016,1123,2.15384615384615,1.06818801763811
"156",2018,1123,1.58333333333333,0.90033663737852
"157",2010,1124,1,0
"158",2011,1124,1.63636363636364,0.504524979109513
"159",2012,1124,1.84615384615385,0.898717034272917
"160",2013,1124,1.92857142857143,0.91687476825319
"161",2014,1124,1.92307692307692,1.03774904332554
"162",2015,1124,1.66666666666667,0.778498944161523
"163",2016,1124,2.27272727272727,1.1037127426019
"164",2018,1124,1.27272727272727,0.467099366496914
"165",2010,1125,1.07142857142857,0.267261241912424
"166",2011,1125,1.93333333333333,0.457737708217063
"167",2012,1125,2.3125,1.01447851956888
"168",2013,1125,2.92307692307692,1.18754217199071
"169",2014,1125,2.5,1.38169855941551
"170",2015,1125,2.13333333333333,1.35576371027375
"171",2016,1125,2.21428571428571,0.974961255922229
"172",2018,1125,2,0.912870929175277
"173",2010,1126,1.5,0.75955452531275
"174",2011,1126,1.84210526315789,1.06787212586198
"175",2012,1126,1.875,1.20415945787923
"176",2013,1126,2.46153846153846,1.39136531360295
"177",2014,1126,1.72727272727273,1.1908743922773
"178",2015,1126,2.14285714285714,1.35062053300541
"179",2016,1126,1.55555555555556,1.66666666666667
"180",2018,1126,1,0
"181",2010,1127,1.07142857142857,0.267261241912424
"182",2011,1127,1.83333333333333,0.577350269189626
"183",2012,1127,1.71428571428571,0.825420305855557
"184",2013,1127,2.35714285714286,1.21573927222163
"185",2014,1127,2.14285714285714,1.09945041215655
"186",2015,1127,1.78571428571429,0.974961255922229
"187",2016,1127,1.85714285714286,0.864437821507566
"188",2018,1127,2,0.784464540552736
"189",2010,1129,1,0
"190",2011,1129,1.53333333333333,0.516397779494322
"191",2012,1129,1.58333333333333,0.668557923421521
"192",2013,1129,1.84615384615385,0.800640769025436
"193",2014,1129,2.53846153846154,1.12660142429822
"194",2015,1129,2.125,1.31021626713557
"195",2016,1129,2.27272727272727,1.27207775634268
"196",2018,1129,1.53846153846154,0.877058019307029
"197",2010,1130,1.15384615384615,0.554700196225229
"198",2011,1130,1.78571428571429,0.578934223521839
"199",2012,1130,1.375,0.61913918736689
"200",2013,1130,1.73333333333333,0.703731550548997
"201",2014,1130,1.92307692307692,1.01678225488359
"202",2015,1130,2.93333333333333,1.03279555898864
"203",2016,1130,1.76470588235294,1.2514697241996
"204",2018,1130,1.35,0.5871429486124
"205",2010,1131,1,0
"206",2011,1131,1.21428571428571,0.42581531362632
"207",2012,1131,1.84615384615385,0.554700196225229
"208",2013,1131,1.92307692307692,0.954073587443029
"209",2014,1131,2.4,1.18321595661992
"210",2015,1131,1.76923076923077,0.832050294337844
"211",2016,1131,2.4,1.0555973258235
"212",2018,1131,1.92307692307692,1.11516355015296
"213",2010,1132,1.07142857142857,0.267261241912424
"214",2011,1132,1.64285714285714,0.633323693776651
"215",2012,1132,2.13333333333333,0.990430401872025
"216",2013,1132,2.76923076923077,1.23516841994969
"217",2014,1132,2.36363636363636,1.2862913567872
"218",2015,1132,2.25,1.29099444873581
"219",2016,1132,2,1.03774904332554
"220",2018,1132,1.30769230769231,0.630425171956115
"221",2010,1133,1.0625,0.25
"222",2011,1133,2.25,1.61815359364665
"223",2012,1133,2.23076923076923,1.01273936708367
"224",2013,1133,2.9375,2.26476636028237
"225",2014,1133,2.2,1.89736659610103
"226",2015,1133,1.61538461538462,0.767947647788304
"227",2016,1133,1.35714285714286,0.841897386141095
"228",2018,1133,1.5,0.650443635587991
"229",2010,1135,1.07692307692308,0.277350098112615
"230",2011,1135,1.63636363636364,0.504524979109513
"231",2012,1135,1.53333333333333,0.743223352957207
"232",2013,1135,2.3,0.948683298050514
"233",2014,1135,1.85714285714286,1.02710518202619
"234",2015,1135,2.2,1.14642300844222
"235",2016,1135,2.2,1.08232553856433
"236",2018,1135,1.41666666666667,0.668557923421521
"237",2010,1136,1.36842105263158,1.16478545071564
"238",2011,1136,1.6875,0.704154339142587
"239",2012,1136,2.2,1.01418510567422
"240",2013,1136,2.5,1.54919333848297
"241",2014,1136,2.13333333333333,1.24594580635795
"242",2015,1136,2,0.845154254728517
"243",2016,1136,2.42857142857143,1.15786844704368
"244",2018,1136,1.69230769230769,1.18213192894698
"245",2010,1137,1,0
"246",2011,1137,1.76923076923077,0.438529009653515
"247",2012,1137,2.28571428571429,0.825420305855557
"248",2013,1137,2.53333333333333,1.18723367940933
"249",2014,1137,2.57142857142857,1.15786844704368
"250",2015,1137,2.4,1.2983506020002
"251",2016,1137,2.5,1.22474487139159
"252",2018,1137,1.71428571428571,0.825420305855557
"253",2010,1138,1,0
"254",2011,1138,1.71428571428571,0.611249845502127
"255",2012,1138,2.23076923076923,0.725011052081984
"256",2013,1138,2.30769230769231,1.03155347127648
"257",2014,1138,2.45454545454545,1.36847625946791
"258",2015,1138,1.81818181818182,1.07871977994119
"259",2016,1138,1.53333333333333,0.833809387832792
"260",2018,1138,1.21428571428571,0.42581531362632
"261",2010,1139,1,0
"262",2011,1139,1.85714285714286,0.363136519601281
"263",2012,1139,2.125,1.20415945787923
"264",2013,1139,2.35714285714286,1.08181776206978
"265",2014,1139,2.14285714285714,1.16732059119908
"266",2015,1139,2.25,1.28805702866407
"267",2016,1139,2.25,1.05528970602217
"268",2018,1139,1.41666666666667,0.792961461098759
"269",2010,1140,1,0
"270",2011,1140,1.61538461538462,0.506369683541833
"271",2012,1140,1.85714285714286,0.864437821507566
"272",2013,1140,1.92857142857143,1.07161170596054
"273",2014,1140,1.92307692307692,1.11516355015296
"274",2015,1140,2,1.37198868114007
"275",2016,1140,2,1.13389341902768
"276",2018,1140,1.38461538461538,0.650443635587991
"277",2010,1141,1.0625,0.25
"278",2011,1141,1.61111111111111,0.849836585598797
"279",2012,1141,1.93333333333333,0.703731550548997
"280",2013,1141,1.6,0.985610760609162
"281",2014,1141,1.85714285714286,0.864437821507566
"282",2015,1141,2.06666666666667,1.03279555898864
"283",2016,1141,2.375,1.20415945787923
"284",2018,1141,1.52941176470588,0.943242218283799
"285",2010,1142,1,0
"286",2011,1142,1.5,0.518874521662771
"287",2012,1142,2.21428571428571,0.699293206753068
"288",2013,1142,2.18181818181818,1.07871977994119
"289",2014,1142,2,1.06066017177982
"290",2015,1142,2.21428571428571,1.1217137594956
"291",2016,1142,2.5,1.34450448407296
"292",2018,1142,1.46153846153846,0.776250025806185
"293",2010,1143,1,0
"294",2011,1143,1.38461538461538,0.506369683541833
"295",2012,1143,1.86666666666667,0.743223352957207
"296",2013,1143,2.38461538461538,1.12089707663561
"297",2014,1143,2.30769230769231,1.18213192894698
"298",2015,1143,2,1.10940039245046
"299",2016,1143,2.06666666666667,0.961150104723255
"300",2018,1143,1.4,0.828078671210825
"301",2010,1144,1,0
"302",2011,1144,1.42857142857143,0.513552591013095
"303",2012,1144,1.69230769230769,0.751067616198811
"304",2013,1144,1.53333333333333,0.743223352957207
"305",2014,1144,2.07142857142857,0.997248963150875
"306",2015,1144,2.07142857142857,1.20666646429076
"307",2016,1144,2,1.10940039245046
"308",2018,1144,1.41666666666667,0.514928650544437
"309",2010,1145,1,0
"310",2011,1145,1.61538461538462,0.506369683541833
"311",2012,1145,1.75,0.866025403784439
"312",2013,1145,2.2,1.3984117975602
"313",2014,1145,1.90909090909091,1.37510330190466
"314",2015,1145,2,1.48323969741913
"315",2016,1145,1.78571428571429,0.974961255922229
"316",2018,1145,1.14285714285714,0.534522483824849
"317",2010,1146,1,0
"318",2011,1146,1.58333333333333,0.514928650544437
"319",2012,1146,1.5,0.707106781186548
"320",2013,1146,2,1.10940039245046
"321",2014,1146,2.27777777777778,1.44733245725717
"322",2015,1146,1.09090909090909,0.301511344577764
"323",2016,1146,1.75,0.621581560508061
"324",2018,1146,1.8,1.01418510567422
"325",2010,1147,1,0
"326",2011,1147,1.4,0.50709255283711
"327",2010,1148,1.23076923076923,0.832050294337844
"328",2011,1148,1.61538461538462,0.506369683541833
"329",2012,1148,1.90909090909091,0.831209414593634
"330",2013,1148,1.75,0.965307299163423
"331",2014,1148,2.07692307692308,0.954073587443029
"332",2015,1148,2,1.04446593573419
"333",2016,1148,1.71428571428571,1.0690449676497
"334",2018,1148,1.46153846153846,0.776250025806185
"335",2010,1149,1,0
"336",2011,1149,1.5,0.518874521662771
"337",2012,1149,1.73333333333333,0.703731550548997
"338",2013,1149,2.375,1.1474609652039
"339",2014,1149,2.71428571428571,1.2666473875533
"340",2015,1149,2,1.5191090506255
"341",2016,1149,1.53846153846154,0.518874521662771
"342",2018,1149,1.11764705882353,0.485071250072666
"343",2010,1150,1,0
"344",2011,1150,1.83333333333333,0.389249472080761
"345",2012,1150,1.78571428571429,0.974961255922229
"346",2013,1150,1.92857142857143,0.997248963150875
"347",2014,1150,1.54545454545455,0.820199532264724
"348",2015,1150,1.92857142857143,1.07161170596054
"349",2016,1150,1.71428571428571,0.825420305855557
"350",2018,1150,1.15384615384615,0.375533808099405
"351",2010,1151,1,0
"352",2011,1151,1.71428571428571,0.468807230938495
"353",2012,1151,1.93333333333333,1.22279928657082
"354",2013,1151,1.84615384615385,0.898717034272917
"355",2014,1151,1.92307692307692,0.862316498502576
"356",2015,1151,2.23076923076923,1.30088727117598
"357",2016,1151,1.94117647058824,1.14403825522216
"358",2018,1151,1,0
"359",2010,1152,1,0
"360",2011,1152,1.94736842105263,0.779863535820802
"361",2012,1152,1.27272727272727,0.646669790682863
"362",2013,1152,1.4,0.632455532033676
"363",2014,1152,1.625,0.61913918736689
"364",2015,1152,1.65,0.812727700887249
"365",2016,1152,1.58823529411765,0.795206225564457
"366",2018,1152,1.22222222222222,0.646761666763555
"367",2010,1153,1,0
"368",2011,1153,1.8,0.414039335605413
"369",2012,1153,2,0.925820099772551
"370",2013,1153,2.61538461538462,1.19292787840545
"371",2014,1153,2.21428571428571,1.36880472443164
"372",2015,1153,1.85714285714286,1.23145585242976
"373",2016,1153,2.18181818181818,0.750757193529548
"374",2018,1153,1.26666666666667,0.593616839704664
"375",2010,1154,1.05882352941176,0.242535625036333
"376",2011,1154,1.625,0.5
"377",2012,1154,1.6,0.828078671210825
"378",2013,1154,1.66666666666667,0.816496580927726
"379",2014,1154,2.08333333333333,0.90033663737852
"380",2015,1154,2.54545454545455,1.29333958136573
"381",2016,1154,1.71428571428571,1.0690449676497
"382",2018,1154,1.21428571428571,0.42581531362632
"383",2010,1155,1,0
"384",2011,1155,1.84615384615385,0.375533808099405
"385",2012,1155,2,0.960768922830523
"386",2013,1155,2,1.15470053837925
"387",2014,1155,2.07692307692308,0.862316498502576
"388",2015,1155,2.46153846153846,1.26592420885458
"389",2016,1155,2.53846153846154,1.33012434352235
"390",2018,1155,1.33333333333333,0.723746864455746
"391",2010,1156,1.07142857142857,0.267261241912424
"392",2011,1156,1.73333333333333,0.593616839704664
"393",2012,1156,2.125,1.08781125813871
"394",2013,1156,2,1.04446593573419
"395",2014,1156,2.23076923076923,1.16575055606865
"396",2015,1156,1.93333333333333,1.33452327853522
"397",2016,1156,1.76470588235294,0.752446988556825
"398",2018,1156,1.42857142857143,0.85163062725264
"399",2010,1157,1,0
"400",2011,1157,1.58333333333333,0.514928650544437
"401",2012,1157,2.07142857142857,0.91687476825319
"402",2013,1157,1.84615384615385,0.898717034272917
"403",2014,1157,1.64285714285714,0.841897386141095
"404",2015,1157,2.28571428571429,1.13872880735639
"405",2016,1157,2.4,1.40407570003493
"406",2018,1157,1.25,0.452267016866645
"407",2010,1158,1.0625,0.25
"408",2011,1158,1.69230769230769,0.480384461415261
"409",2012,1158,1.91666666666667,0.792961461098759
"410",2013,1158,2.2,1.08232553856433
"411",2014,1158,2.0625,1.06262254195301
"412",2015,1158,2,1.15470053837925
"413",2016,1158,2,0.912870929175277
"414",2018,1158,1.76923076923077,0.926808695996298
"415",2010,1159,1.07692307692308,0.277350098112615
"416",2011,1159,1.90909090909091,0.539359889970594
"417",2012,1159,2.26666666666667,1.03279555898864
"418",2013,1159,2.3125,1.19547758936195
"419",2014,1159,2.15789473684211,1.25888654041475
"420",2015,1159,2.625,1.1474609652039
"421",2016,1159,1.85714285714286,1.16732059119908
"422",2018,1159,1.6875,0.704154339142587
"423",2010,1160,1,0
"424",2011,1160,1.75,0.452267016866645
"425",2012,1160,1.71428571428571,0.825420305855557
"426",2013,1160,1.83333333333333,0.834847109936722
"427",2014,1160,1.8,0.94112394811432
"428",2015,1160,1.88888888888889,0.963381842865745
"429",2016,1160,2.35714285714286,1.15072838853303
"430",2018,1160,1.42857142857143,0.85163062725264
"431",2010,1161,1,0
"432",2011,1161,1.53333333333333,0.516397779494322
"433",2012,1161,2.18181818181818,0.750757193529548
"434",2013,1161,2,1.35400640077266
"435",2014,1161,1.92857142857143,1.14113881811014
"436",2015,1161,1.66666666666667,0.778498944161523
"437",2016,1161,1.72727272727273,0.904534033733291
"438",2018,1161,1.18181818181818,0.404519917477945
"439",2010,1162,1.05263157894737,0.229415733870562
"440",2011,1162,1.70588235294118,0.587867532097255
"441",2012,1162,2.125,0.885061203156784
"442",2013,1162,2.0625,1.23659478676997
"443",2014,1162,1.9375,0.853912563829966
"444",2015,1162,2.57142857142857,1.01634985756236
"445",2016,1162,2.5,1.211060141639
"446",2018,1162,1.46666666666667,0.743223352957207
"447",2010,1163,1.4,1.12122382116278
"448",2011,1163,1.6,0.828078671210825
"449",2012,1163,1.875,0.885061203156784
"450",2013,1163,1.70588235294118,0.848874687627165
"451",2014,1163,2.1875,1.16726175299288
"452",2015,1163,2.0625,1.18145390656315
"453",2016,1163,2.2,1.26491106406735
"454",2018,1163,1.23529411764706,0.437237316097603
"455",2010,1164,1,0
"456",2011,1164,1.58333333333333,0.90033663737852
"457",2012,1164,1.92857142857143,1.07161170596054
"458",2013,1164,1.85714285714286,1.40642169281549
"459",2014,1164,1.66666666666667,0.975900072948533
"460",2015,1164,2.14285714285714,0.949262293098647
"461",2016,1164,1.46153846153846,0.776250025806185
"462",2018,1164,1.2,0.560611910581388
"463",2010,1165,1,0
"464",2011,1165,1.66666666666667,0.485071250072666
"465",2012,1165,2.21052631578947,0.976328005472037
"466",2013,1165,2.6,1.27320565172283
"467",2014,1165,2.0625,1.06262254195301
"468",2015,1165,2.41176470588235,1.06412073618386
"469",2016,1165,1.94444444444444,0.998364675929488
"470",2018,1165,1.8,0.861891607371335
"471",2010,1166,1.27777777777778,0.826442094733631
"472",2011,1166,1.88888888888889,0.963381842865745
"473",2012,1166,1.9375,0.853912563829966
"474",2013,1166,2.17647058823529,1.01459931239178
"475",2014,1166,2.5,1.26491106406735
"476",2015,1166,2.42857142857143,1.22249969100425
"477",2016,1166,2,1.31656117720877
"478",2018,1166,1.85714285714286,1.23145585242976
"479",2010,1167,1.25,0.577350269189626
"480",2011,1167,1.35714285714286,0.497245158098847
"481",2012,1167,1.57142857142857,0.755928946018454
"482",2013,1167,1.8,0.861891607371335
"483",2014,1167,1.86666666666667,0.990430401872025
"484",2015,1167,2.08333333333333,1.31137217055151
"485",2016,1167,1.5,0.797724035217466
"486",2018,1167,1.41666666666667,0.90033663737852
"487",2010,1168,1,0
"488",2011,1168,1.36363636363636,0.504524979109513
"489",2012,1168,1.5,0.650443635587991
"490",2013,1168,1.33333333333333,0.492365963917331
"491",2014,1168,1.41666666666667,0.668557923421521
"492",2015,1168,1.61538461538462,0.767947647788304
"493",2016,1168,1.42857142857143,0.646206172658864
"494",2018,1168,1.26666666666667,0.593616839704664
"495",2010,1169,1.13333333333333,0.516397779494322
"496",2011,1169,1.61111111111111,0.978527638786601
"497",2012,1169,1.70588235294118,0.685994340570035
"498",2013,1169,1.75,0.856348838577675
"499",2014,1169,2.5,1.69841555121689
"500",2015,1169,2.18181818181818,1.40129809949074
"501",2016,1169,1.83333333333333,1.19341628287971
"502",2018,1169,1.28571428571429,0.611249845502127
"503",2010,1170,1,0
"504",2011,1170,1.30769230769231,0.480384461415261
"505",2012,1170,1.76923076923077,0.725011052081984
"506",2013,1170,1.91666666666667,0.996204919895622
"507",2014,1170,1.71428571428571,0.913873533463375
"508",2015,1170,2,0.960768922830523
"509",2016,1170,2.30769230769231,1.03155347127648
"510",2018,1170,1.5,0.85485041426511
"511",2010,1171,1,0
"512",2011,1171,1.57142857142857,0.513552591013095
"513",2012,1171,2.07142857142857,0.828741930164745
"514",2013,1171,1.76470588235294,0.970142500145332
"515",2014,1171,2.13333333333333,0.990430401872025
"516",2015,1171,2.5625,1.20933866224478
"517",2016,1171,2.58823529411765,1.17573506419451
"518",2018,1171,1.5,0.85485041426511
"519",2010,1172,1,0
"520",2011,1172,1.57142857142857,0.513552591013095
"521",2012,1172,2.13333333333333,0.833809387832792
"522",2013,1172,2.53333333333333,1.06009882737862
"523",2014,1172,2.1875,1.27638813323639
"524",2015,1172,2,1.09544511501033
"525",2016,1172,2.61538461538462,0.767947647788304
"526",2018,1172,1.57142857142857,0.937614461876991
"527",2010,1173,1,0
"528",2011,1173,1.5625,0.51234753829798
"529",2012,1173,2.15384615384615,0.800640769025436
"530",2013,1173,1.91666666666667,1.08362466945083
"531",2014,1173,2.14285714285714,1.16732059119908
"532",2015,1173,1.84615384615385,0.800640769025436
"533",2016,1173,1.86666666666667,1.06009882737862
"534",2018,1173,1.5,0.75955452531275
"535",2010,1174,1,0
"536",2011,1174,1.75,0.447213595499958
"537",2012,1174,2.15384615384615,0.987096233585649
"538",2013,1174,2.375,1.40830867828517
"539",2014,1174,1.92857142857143,0.997248963150875
"540",2015,1174,1.86666666666667,0.990430401872025
"541",2016,1174,2.58333333333333,0.90033663737852
"542",2018,1174,1.5,0.797724035217466
"543",2010,1175,1.0625,0.25
"544",2011,1175,1.64705882352941,0.606339062590832
"545",2012,1175,2.1875,1.42448821218944
"546",2013,1175,2,1.24721912892465
"547",2014,1175,1.88235294117647,1.0537049480984
"548",2015,1175,2,1.03279555898864
"549",2016,1175,2,0.90748521297303
"550",2018,1175,1.63636363636364,0.953462589245592
"551",2010,1176,1,0
"552",2011,1176,1.72727272727273,0.467099366496914
"553",2012,1176,2.25,0.866025403784439
"554",2013,1176,1.76923076923077,1.01273936708367
"555",2014,1176,2.08333333333333,0.90033663737852
"556",2015,1176,2.15384615384615,1.21423184538991
"557",2016,1176,2,1.19522860933439
"558",2018,1176,1.84615384615385,0.800640769025436
"559",2010,1177,1,0
"560",2011,1177,1.69230769230769,0.480384461415261
"561",2012,1177,1.92307692307692,0.862316498502576
"562",2013,1177,1.8125,0.834166250416147
"563",2014,1177,2.13333333333333,1.18723367940933
"564",2015,1177,1.85714285714286,0.949262293098647
"565",2016,1177,2.0625,0.928708781050335
"566",2018,1177,1.4,0.9102589898328
"567",2010,1178,1,0
"568",2011,1178,1.45454545454545,0.522232967867094
"569",2012,1178,2.09090909090909,0.831209414593634
"570",2013,1178,2.26666666666667,1.22279928657082
"571",2014,1178,2,1.20604537831105
"572",2015,1178,1.92307692307692,1.3821202589704
"573",2016,1178,2,1.04446593573419
"574",2018,1178,1.21052631578947,0.535303379031311
"575",2010,1179,1.07142857142857,0.267261241912424
"576",2011,1179,1.66666666666667,0.617213399848368
"577",2012,1179,2.1875,0.75
"578",2013,1179,1.92857142857143,1.20666646429076
"579",2014,1179,2,1.36277028773849
"580",2015,1179,2,1.10940039245046
"581",2016,1179,2.18181818181818,1.60113596038449
"582",2018,1179,2,1.1766968108291
"583",2010,1180,1.07142857142857,0.267261241912424
"584",2011,1180,1.61538461538462,0.650443635587991
"585",2012,1180,2.16666666666667,0.937436866561092
"586",2013,1180,2.75,1.21543108701099
"587",2014,1180,2.64285714285714,1.44686094473747
"588",2015,1180,1.81818181818182,0.981649817214043
"589",2016,1180,2.16666666666667,1.11464085804543
"590",2018,1180,1.46153846153846,0.877058019307029
"591",2010,1181,1,0
"592",2011,1181,1.58333333333333,0.514928650544437
"593",2012,1181,2.08333333333333,0.792961461098759
"594",2013,1181,2.36363636363636,1.20604537831105
"595",2014,1181,2.28571428571429,1.2666473875533
"596",2015,1181,2.33333333333333,1.30267789455786
"597",2016,1181,1.91666666666667,1.24011240937215
"598",2018,1181,1.23809523809524,0.538958431120797
"599",2010,1182,1,0
"600",2011,1182,1.66666666666667,0.492365963917331
"601",2012,1182,1.73333333333333,0.883715101688537
"602",2013,1182,1.93333333333333,1.03279555898864
"603",2014,1182,1.42857142857143,0.85163062725264
"604",2015,1182,1.8,0.774596669241483
"605",2016,1182,2.25,1.12546286774228
"606",2018,1182,1.38461538461538,0.767947647788304
"607",2010,1183,1.14285714285714,0.363136519601281
"608",2011,1183,1.57142857142857,0.646206172658864
"609",2012,1183,1.78571428571429,0.974961255922229
"610",2013,1183,1.63636363636364,0.674199862463242
"611",2014,1183,1.4375,0.727438428093173
"612",2015,1183,2,1
"613",2016,1183,1.5,0.75955452531275
"614",2018,1183,1.26666666666667,0.457737708217063
